Titre;janv-00;févr-00;mars-00;avr-00;mai-00;juin-00;juil-00;août-00;sept-00;oct-00;nov-00;déc-00;janv-01;févr-01;mars-01;avr-01;mai-01;juin-01;juil-01;août-01;sept-01;oct-01;nov-01;déc-01;janv-02;févr-02;mars-02;avr-02;mai-02;juin-02;juil-02;août-02;sept-02;oct-02;nov-02;déc-02;janv-03;févr-03;mars-03;avr-03;mai-03;juin-03;juil-03;août-03;sept-03;oct-03;nov-03;déc-03;janv-04;févr-04;mars-04;avr-04;mai-04;juin-04;juil-04;août-04;sept-04;oct-04;nov-04;déc-04;janv-05;févr-05;mars-05;avr-05;mai-05;juin-05;juil-05;août-05;sept-05;oct-05;nov-05;déc-05;janv-06;févr-06;mars-06;avr-06;mai-06;juin-06;juil-06;août-06;sept-06;oct-06;nov-06;déc-06;janv-07;févr-07;mars-07;avr-07;mai-07;juin-07;juil-07;août-07;sept-07;oct-07;nov-07;déc-07;janv-08;févr-08;mars-08;avr-08;mai-08;juin-08;juil-08;août-08;sept-08;oct-08;nov-08;déc-08;janv-09;févr-09;mars-09;avr-09;mai-09;juin-09;juil-09;août-09;sept-09;oct-09;nov-09;déc-09;janv-10;févr-10;mars-10;avr-10;mai-10;juin-10;juil-10;août-10;sept-10;oct-10;nov-10;déc-10;janv-11;févr-11;mars-11;avr-11;mai-11;juin-11;juil-11;août-11;sept-11;oct-11;nov-11;déc-11;janv-12;févr-12;mars-12;avr-12;mai-12;juin-12;juil-12;août-12;sept-12;oct-12;nov-12;déc-12;janv-13;févr-13;mars-13;avr-13;mai-13;juin-13;juil-13;août-13;sept-13;oct-13;nov-13;déc-13;janv-14;févr-14;mars-14;avr-14;mai-14;juin-14;juil-14;août-14;sept-14;oct-14;nov-14;déc-14;janv-15;févr-15;mars-15;avr-15;mai-15;juin-15;juil-15;août-15;sept-15;oct-15;nov-15;déc-15;janv-16;févr-16;mars-16;avr-16;mai-16;juin-16;juil-16;août-16;sept-16;oct-16;nov-16;déc-16;janv-17;févr-17;mars-17;avr-17;mai-17;juin-17;juil-17;août-17;sept-17;oct-17;nov-17;déc-17;janv-18;févr-18;mars-18;avr-18;mai-18;juin-18;juil-18;août-18;sept-18;oct-18;nov-18;déc-18;janv-19;févr-19;mars-19;avr-19;mai-19;juin-19;juil-19;août-19;sept-19;oct-19;nov-19;déc-19;janv-20;févr-20;mars-20;avr-20;mai-20;juin-20;juil-20;août-20;sept-20;oct-20;nov-20;déc-20;janv-21;févr-21;mars-21;avr-21;mai-21;juin-21;juil-21;août-21;sept-21;oct-21;nov-21;déc-21;janv-22;févr-22;mars-22;avr-22;mai-22;juin-22;juil-22;août-22;sept-22;oct-22;nov-22;déc-22;janv-23;févr-23;mars-23;avr-23;mai-23;juin-23;juil-23;août-23;sept-23;oct-23;nov-23;déc-23;janv-24;févr-24;mars-24;avr-24;mai-24;juin-24;juil-24;août-24;sept-24;oct-24;nov-24;déc-24;janv-25
Total;92,5762;92,9241;92,8924;92,9736;92,9279;93,2738;93,3429;93,1014;93,568;93,4677;93,9133;93,8428;93,7755;93,6487;93,7989;94,0582;94,5687;94,7479;94,6045;94,0797;94,1996;94,0568;94,1828;94,148;94,2645;94,2616;94,2768;95,0902;95,1815;95,0567;94,5557;94,5243;94,6676;95,2205;95,045;94,9867;95,0626;95,1562;95,5392;95,7291;95,5757;95,5776;94,8114;95,0321;95,1698;95,6525;95,5322;95,5507;95,2266;95,2425;95,4465;96,2516;96,4741;96,6405;95,6291;95,9835;95,989;96,8889;96,9819;96,8233;96,3739;96,5857;96,822;97,6146;97,5177;97,2985;96,7662;96,9056;97,3296;98,1807;97,9047;97,7977;97,618;97,9221;97,8181;98,6485;98,8458;98,8184;98,1448;98,3128;98,1023;98,4346;98,392;98,405;97,7176;97,9109;97,9872;99,0963;99,3281;99,4418;98,8518;98,7413;98,8353;99,6792;100,1336;100,3771;100,0885;100,2261;100,5651;101,3596;102,1644;102,3373;101,8913;101,6259;101,7284;102,2689;101,5878;101,0807;100,2278;100,4641;100,1385;101,0213;101,1824;101,364;100,6913;100,8028;100,7899;101,4163;101,6121;101,3664;101,2538;101,4012;101,5402;102,408;102,3023;101,8569;101,1127;101,0986;101,0752;101,613;101,857;101,8931;101,5358;101,9185;102,5599;102,6731;102,6798;102,4317;101,59;101,293;101,5662;101,4987;101,3215;101,1649;100,7342;101,018;101,5812;101,6571;101,639;101,3523;100,8645;100,8341;101,1483;101,2732;100,9412;100,7254;100,4625;100,7593;100,9782;101,0122;101,1233;101,2227;100,8617;100,7891;101,0923;101,0147;101,0217;100,793;100,5172;100,6171;100,981;101,0506;101,3466;101,2729;100,8939;100,8614;101,0037;101,0019;100,9625;100,462;100,0294;99,7723;100,0978;99,9162;100,1488;100,2224;99,6065;99,4468;99,5456;99,6284;99,5566;99,1476;98,7624;98,9457;99,2362;99,5645;99,7082;99,8475;99,4044;99,3045;99,3649;99,4164;99,2199;99,1409;99,107;99,5849;99,7997;100,0004;100,1862;100,0444;99,7317;99,764;100,0128;100,0735;100,0008;99,9724;99,8406;100,2104;100,5935;100,8036;101,1873;101,1915;100,9587;100,9423;101,0024;101,1809;100,9228;100,6637;100,3998;100,7902;101,3269;101,5173;101,8291;101,7989;101,2735;101,2632;101,1522;100,9248;100,7904;100,8205;100,6029;100,7275;100,8049;100,4382;100,4803;100,5012;100,3419;100,3861;100,3431;100,3492;100,1002;100;100,0553;100,2198;100,5577;100,7675;101,0339;101,1087;101,023;101,2711;101,2887;101,5954;101,6346;101,5311;101,705;102,3754;102,9572;103,3351;104,0068;104,5312;104,4916;104,7671;104,5831;104,6392;104,6432;104,4149;105,0435;105,8273;105,9896;105,986;106,252;106,3196;106,1688;106,3955;106,3136;106,4112;106,1539;106,2055;106,3866;107,0638;107,0971;107,4357;107,729;107,7316;107,539;107,5237;107,2098;107,0741;106,9296;106,8708;106,8138
    Alimentation et boissons non alcoolisées;93,821;94,7608;94,4102;95,066;95,1929;95,7363;94,9813;95,212;94,9125;94,5989;94,7651;94,3133;95,1739;95,3325;95,5155;96,1185;96,453;97,9824;97,6807;97,1573;97,4076;97,9469;96,9631;97,7163;99,3508;99,2203;99,2133;99,5516;99,1671;99,1889;99,0258;98,8009;99,0222;98,8353;98,4589;98,4338;98,8467;99,5626;100,4362;100,3039;100,2902;100,7895;100,0105;100,355;100,7385;100,8116;100,5361;100,6836;101,2015;100,8741;101,0165;101,3288;101,1078;101,7593;100,8312;100,1149;100,4153;100,4209;100,0678;100,3156;100,5928;101,1621;101,0456;100,9112;100,6465;100,9346;99,9192;99,52;99,4879;99,0151;98,8364;98,8039;99,6523;100,2957;99,8227;99,794;99,858;100,333;100,0375;100,322;101,3818;99,9387;99,4946;99,4386;100,4207;100,316;99,788;100,5517;100,0941;100,6027;100,2874;100,4318;100,6385;101,0371;101,0002;101,4545;102,3679;102,4123;102,5968;102,7348;103,3517;104,0041;104,0417;103,7859;104,7471;104,999;104,4433;104,578;104,4563;104,7402;104,4619;104,0519;103,8708;104,1931;103,8081;102,8876;103,2743;102,0018;102,0175;101,9892;102,6274;103,0711;103,4293;103,4845;102,6803;102,6615;102,1875;102,4731;102,2765;101,1375;101,2794;100,6995;99,7026;99,8186;100,1479;99,3269;100,1143;100,507;99,7336;99,1784;98,1848;97,8171;96,6389;96,8767;97,4584;97,7188;98,1998;97,6025;98,5401;98,7423;98,7617;98,0994;97,9131;98,2511;97,4395;97,6897;98,4693;98,1877;98,6572;98,5975;99,3564;99,7492;100,7256;99,6422;99,988;99,1386;99,1208;99,1726;99,5418;99,2574;99,9056;99,3262;100,4288;100,8827;101,0005;101,0769;101,2435;99,9554;99,8022;99,3454;99,8508;99,1967;98,872;98,8186;99,263;100,0732;99,5179;99,9369;99,8917;99,3884;99,2352;98,1263;98,4491;98,7931;98,8081;98,8913;99,4739;100,6955;100,7579;101,2254;100,4957;100,2073;100,0004;99,0279;99,349;100,5949;99,3825;98,8644;100,1846;100,1049;101,0639;100,8676;100,8125;100,5871;100,3325;99,6495;100,388;100,1847;100,3177;100,2236;101,7707;102,229;102,5587;101,9309;102,3564;102,2678;101,6083;101,1245;101,2391;101,6537;101,3648;101,4571;101,9797;102,3679;102,1778;102,2628;102,0102;101,0133;100,3776;100,4216;100,2553;100,3282;101,0264;101,739;102,375;103,3797;102,872;102,4328;102,4832;101,8032;100,7576;100;99,9883;99,8237;99,4905;99,7449;100,2662;100,5002;100,7808;101,2516;100,7135;99,8108;99,0919;98,5889;98,4684;98,7092;99,534;99,4939;101,3209;102,4047;102,6959;103,7392;103,6005;103,9675;103,4535;102,5719;104,0025;105,1093;105,8211;104,9162;106,6692;107,6711;108,1516;108,0298;107,5294;107,3668;106,7645;105,9925;106,4301;105,9543;105,3931;105,9597;106,9318;107,3177;108,2384;107,9129;107,7755;107,043;105,896;105,005;105,3077
        Alimentation;93,1732;94,1794;93,868;94,5795;94,7117;95,1713;94,3222;94,5804;94,3286;93,9261;94,0574;93,5695;94,5016;94,677;94,9162;95,5663;95,9567;97,5396;97,1994;96,64;96,8375;97,4667;96,4062;97,2464;98,8883;98,7612;98,6953;99,0658;98,7509;98,6622;98,4924;98,2714;98,4884;98,2947;97,8565;97,9123;98,2313;99,0109;99,9319;99,89;99,7824;100,3316;99,4945;99,8776;100,2916;100,3475;100,1411;100,2269;100,7657;100,424;100,6723;101,0298;100,773;101,4777;100,5169;99,6716;99,9752;99,9828;99,6928;99,887;100,1744;100,8333;100,7872;100,6456;100,3682;100,7163;99,607;99,1469;99,1239;98,6244;98,4283;98,3779;99,3136;100,0782;99,4309;99,4121;99,5053;100,0238;99,7198;99,984;101,2341;99,6654;99,2107;99,0927;100,1808;100,0292;99,4409;100,2515;99,7895;100,3504;100,0685;100,178;100,3697;100,8217;100,7399;101,2027;102,1855;102,2226;102,4175;102,5373;103,2735;103,9102;103,9663;103,7025;104,5593;104,8242;104,2579;104,5129;104,2991;104,6447;104,3567;103,9467;103,7251;104,0445;103,6818;102,6778;102,9846;101,6515;101,5791;101,6262;102,2789;102,8059;103,2083;103,2108;102,3264;102,4134;101,9331;102,1542;102,0004;100,9789;100,9552;100,4369;99,4252;99,5376;99,7234;99,0154;99,6346;100,074;99,1358;98,6143;97,5786;97,1348;96,0238;96,3441;96,6277;97,2094;97,4353;97,0203;97,8926;98,2204;98,3308;97,4762;97,4648;97,6556;96,8217;97,3301;97,8296;97,6812;98,1183;98,0521;98,9841;99,377;100,4569;99,3268;99,7929;98,7496;98,787;98,8601;99,2316;98,9945;99,4761;99,0909;100,1668;100,7612;100,8639;100,9837;101,2057;99,6747;99,4997;99,0738;99,4266;98,7937;98,4902;98,4983;99,06;99,9066;99,2741;99,8117;99,8397;99,2107;99,0262;97,977;98,2149;98,5573;98,6613;98,7227;99,2807;100,6866;100,9159;101,1341;100,5582;100,1322;99,8029;99,1062;99,2436;100,6662;99,2048;98,6848;100,1113;100,1652;100,9444;100,7746;100,8113;100,6122;100,3786;99,7372;100,1678;100,1191;100,2059;100,105;101,7926;102,2761;102,4406;101,8736;102,5082;102,2998;101,6635;101,3453;101,2775;101,6317;101,4087;101,4231;101,998;102,4657;102,3746;102,3223;102,0995;101,0961;100,2222;100,4741;100,1624;100,3117;100,9147;101,8141;102,4345;103,4989;102,8588;102,5205;102,5618;101,8624;100,7619;100;99,8155;99,7516;99,4869;99,6142;100,2019;100,4849;100,8427;101,2736;100,7589;99,7509;99,0264;98,6595;98,2757;98,5515;99,1313;99,3616;101,0698;102,3113;102,723;103,5796;103,6432;103,9279;103,4002;102,6477;103,8223;104,9831;105,7529;104,7388;106,4792;107,6272;108,1987;108,0516;107,5328;107,3307;106,659;105,9498;106,1015;105,7117;105,1746;105,6052;106,7913;107,25;108,2627;107,8013;107,7157;106,8659;105,7329;104,6587;104,839
            Pain, farine et produits céréaliers;98,3955;98,2879;98,2513;98,2882;98,301;97,9702;97,7936;98,5558;98,1424;97,7773;98,0878;96,2783;97,9166;98,9173;98,8545;98,9336;98,7439;98,8525;99,4984;98,9722;98,8494;98,8024;98,4075;98,6893;99,5738;99,4005;99,4351;100,1541;100,2686;99,1043;99,9898;100,1106;99,8113;100,461;100,0347;100,4279;100,0704;101,388;101,4425;102,1526;102,1674;101,7277;100,7575;102,2769;101,9388;101,7477;102,0502;102,3336;101,9009;102,3122;101,9975;102,11;102,2827;101,7513;102,0751;102,3487;101,6884;102,3981;103,0006;102,5494;102,6133;102,4031;102,5001;102,711;102,4529;102,4252;102,2734;102,1981;101,9497;101,3218;101,6508;101,093;101,1023;100,8505;101,0741;101,3111;100,8466;101,1422;101,0851;101,0522;100,8697;100,903;100,6209;100,8659;100,8488;100,8336;101,0338;100,7761;100,8352;100,4568;100,7461;100,8075;100,6024;101,0325;101,7869;103,0136;104,4435;105,0884;105,6901;105,0205;104,7592;105,3345;105,4625;106,2964;106,6677;106,3082;106,8065;106,5209;105,9555;106,0525;106,5974;106,5551;106,3763;106,2621;106,3655;106,736;106,8109;105,6794;105,5616;105,9635;105,1182;105,8187;105,902;105,7797;105,1035;104,3324;105,0349;104,4805;105,0123;104,8454;104,8826;104,2555;103,6939;103,925;103,8871;102,7953;102,5143;103,3507;102,3415;101,9938;101,489;101,8789;100,4618;101,4346;101,5057;101,3594;101,5185;101,8655;101,8955;100,9853;101,2675;100,9144;100,4637;100,0891;100,1653;101,1672;100,7348;100,3779;100,7014;100,2641;101,5284;99,2528;101,5692;100,3829;100,6987;100,6266;100,5656;99,6207;100,4845;100,4596;100,9521;99,9879;100,6692;100,4623;100,8085;101,2858;100,7429;100,0749;100,9947;100,4188;101,095;101,4478;101,1739;101,5487;101,1776;101,194;99,9069;101,38;100,9029;100,9947;101,0821;100,0777;101,0651;101,0679;101,6797;100,883;100,9204;100,8666;99,5589;101,7886;100,7538;101,384;100,8262;100,3354;100,675;100,9966;100,57;101,2249;101,0224;100,8875;100,8766;100,7492;99,7635;100,4201;101,2011;100,1923;100,9321;100,8479;101,7517;101,4649;101,8454;101,2018;101,5738;100,9808;101,4516;102,2087;101,9255;101,6341;101,335;101,9984;102,0304;101,6057;101,795;101,7222;101,805;101,5588;101,6761;100,7491;100,7428;100,7631;100,4665;100,6993;101,8916;102,2168;101,1841;101,3529;100,9411;100,2653;99,9198;99,7053;99,9419;100;99,6753;100,3529;99,5424;99,923;99,7951;100,0028;99,9694;100,0431;99,9033;99,7913;99,6915;99,4228;98,8553;100,6443;101,3961;101,2073;101,6434;102,4075;102,8849;103,2381;104,0405;105,1176;105,281;104,2531;107,8336;110,0292;109,5916;108,9957;110,0846;109,7433;110,1081;110,143;109,9676;110,3869;110,703;109,8267;110,2108;110,1953;110,0271;110,297;110,4942;109,9477;110,2348;110,1736;110,0438;109,9589;110,4737;109,3071;109,7658
                Riz;85,4913;85,6044;85,3107;85,1824;85,3252;85,4599;85,1221;85,0731;85,066;84,9781;85,1522;80,3356;85,058;85,2682;85,4419;85,6635;81,2811;83,44;84,7591;85,6624;85,734;83,063;85,7406;85,7611;85,7116;83,6199;76,0999;83,5152;79,4016;75,9569;84,9836;83,1891;76,3262;80,9415;83,2825;80,806;75,6154;77,0694;78,8673;84,8135;84,7186;83,2359;84,725;84,3373;75,0061;80,6625;83,5191;80,3097;83,832;85,0679;84,9249;83,9813;88,2049;82,313;86,3836;86,371;82,553;84,0062;85,6792;83,2703;84,413;85,4162;83,3307;80,4865;81,1318;81,1277;80,1023;80,9413;78,3567;68,679;79,5726;76,9665;76,0934;75,0477;78,173;80,3015;74,1254;79,7175;80,624;81,2611;79,3878;80,5037;80,2736;77,174;78,4246;75,1326;75,1242;73,0589;79,107;79,9842;78,9943;73,2523;80,4752;79,0774;81,0438;74,9152;82,1012;82,26;82,9352;74,6373;76,903;88,2108;89,3937;86,6795;89,567;86,6085;91,6339;89,0707;89,9085;90,0544;91,7129;94,2041;94,9574;94,0324;94,9692;91,2949;94,1656;87,903;92,8726;87,9125;96,3185;94,3883;90,5841;89,8267;88,5977;83,432;90,163;90,1407;87,1161;87,3841;88,7571;86,4315;84,7345;78,3153;89,7644;84,9759;91,9423;86,6191;92,1725;83,3052;86,7011;73,9381;82,9634;84,6767;88,2536;81,3525;83,4589;85,9853;88,2902;87,7592;85,8698;84,5303;84,3213;82,7492;81,7402;83,3421;84,4098;82,1777;89,5253;87,1538;88,3034;90,2364;88,3155;88,575;84,7119;86,559;89,3129;84,2838;91,8521;91,7148;98,2304;90,4753;101,0181;104,2811;98,8344;104,6728;103,5271;102,2704;100,5948;100,5223;104,5278;97,8752;101,5674;92,1833;106,204;101,3719;99,4312;102,1946;105,5927;99,8064;100,0974;89,1741;104,2233;96,7018;100,6984;100,2195;102,7945;102,7686;98,585;102,6559;104,544;99,5916;101,6184;98,8692;102,9051;93,171;100,0207;101,5933;96,7546;101,8402;103,1234;102,1129;96,8185;97,3962;100,8693;101,9203;99,7733;93,6344;102,9166;100,3783;100,3965;100,8044;98,8598;100,9958;96,1638;99,8608;101,2175;96,5304;102,9104;99,6867;104,7879;104,1296;103,4924;104,7497;104,5797;104,9542;103,9347;95,3696;97,4565;96,7948;101,1733;102,0286;104,6579;104,4701;104,5217;103,0211;101,0905;97,3257;102,1984;96,4428;99,032;100;97,9983;95,2236;100,2316;97,4817;98,2792;101,7555;101,4437;100,6944;99,3741;98,621;99,2611;98,8934;93,6656;100,3757;97,8055;98,2181;97,4553;105,2707;101,2078;101,2224;100,6707;102,2298;105,9098;104,3875;110,2159;106,0266;108,6005;106,5611;109,9271;107,4947;110,8915;107,8946;109,0147;110,0893;113,2351;112,3946;111,368;104,9544;110,8394;111,266;109,2478;108,2083;111,0386;110,4745;104,102;110,5454;107,6577;108,5071;108,7045
                Farine et autres céréales;103,4471;103,4337;103,3792;102,7224;103,0708;104,1482;104,2968;104,4101;103,8285;103,874;98,8799;96,5261;99,681;99,6694;94,9675;99,396;99,7203;97,3604;99,742;99,7198;98,9229;97,3677;94,9211;94,7427;97,1929;96,1184;95,546;96,89;97,1463;95,1628;97,2626;97,2423;95,1582;93,8808;89,3671;96,6987;96,7969;94,8694;96,6368;98,9165;98,782;99,0711;98,3827;99,0899;99,1475;98,3423;96,711;98,1152;98,2611;98,2484;97,4009;97,1417;99,3427;99,3275;99,3305;99,312;96,6574;98,7248;97,159;97,0439;98,5099;98,6281;98,5791;98,0673;97,8408;98,0727;98,1271;99,5204;98,0848;99,5597;99,5967;97,671;99,0546;97,8817;97,6108;98,2375;98,5032;100,3932;100,3053;100,3919;100,4246;100,5181;99,0569;99,7944;100,4883;100,4731;99,351;97,6743;100,5878;100,5966;97,8717;100,5966;100,6216;100,6216;100,934;104,4298;106,5414;109,8427;110,6102;108,3853;108,4041;108,5101;108,4984;108,5447;108,5243;108,5123;104,8461;108,1652;108,4063;108,5758;109,1731;105,746;108,88;106,3026;108,875;108,9483;108,9572;105,0437;100,6117;105,6164;105,3515;105,471;105,4866;103,5476;101,4542;105,2648;105,2196;104,5091;102,7192;104,0868;97,862;101,5024;103,3637;103,7024;106,0038;103,8972;96,4568;104,8485;104,1471;103,3608;103,037;100,8369;90,8092;98,2326;100,449;97,6113;97,8232;100,053;97,6288;99,9284;100,7758;100,726;98,1334;100,2299;94,7816;98,3276;99,6402;97,8433;97,5175;99,2343;100,2936;97,64;99,9095;100,9146;100,1629;100,6808;94,524;100,5634;100,3136;96,8446;100,5146;95,6864;100,8905;97,9397;100,5948;96,1957;99,9447;100,9974;96,4723;101,2042;99,0275;100,3012;100,1296;103,6243;100,8524;102,1319;103,1378;103,6835;98,425;103,6531;101,5954;103,6332;103,441;101,9478;102,1238;99,4198;101,5632;100,3437;101,5773;100,472;100,465;98,4471;96,0095;101,508;100,1118;99,8789;102,1212;98,355;100,4329;96,9467;100,0718;100,6584;99,7641;99,6502;98,3765;101,4402;101,6882;100,2005;101,639;100,2537;100,6638;98,4253;101,5666;100,9269;98,0977;100,2128;97,4306;99,8311;100,0246;98,8452;99,4991;99,3214;100,0552;97,6526;99,7284;98,6572;99,863;100,3314;98,2838;99,2881;97,1624;98,2052;98,5237;99,9508;100,3162;100,0195;98,6543;100,0594;97,7444;99,7819;97,4247;100;100,0638;97,5128;97,7763;97,6983;99,0873;96,7988;99,2727;99,1562;98,1603;98,2935;98,2618;96,5131;97,2255;97,6642;99,3235;97,9834;101,451;100,0737;99,3927;101,506;98,4731;103,0011;101,328;98,9236;105,466;107,1768;106,9168;106,9705;107,0594;108,2811;106,9888;106,733;108,4167;108,1699;109,3357;108,3886;108,3953;106,8769;104,6293;109,5379;108,5158;108,345;107,8406;104,4129;107,83;107,1404;106,4207;106,6629;109,0118
                Pain, pâtisserie et autres articles de boulangerie;94,9584;94,8285;94,8539;94,8887;94,9085;93,8073;93,9376;94,4499;94,234;94,5094;94,3458;92,5301;94,2384;94,8443;95,02;95,2661;94,9528;95,697;95,7237;95,1516;95,5258;94,9396;94,6856;95,3928;95,8135;96,0748;95,9383;96,0868;96,2747;95,4744;96,3805;96,0605;96,623;96,5774;95,9069;96,8435;96,6424;98,0823;98,3463;98,4506;98,5052;98,2849;98,7781;98,649;98,6467;98,6496;98,6678;99,0021;98,6548;98,9733;98,2541;98,5054;98,6824;98,5542;98,7848;99,5069;99,2421;99,6393;99,7656;99,4621;99,8275;99,5865;99,7018;99,9037;99,6717;99,9545;99,8724;99,6154;99,6592;99,5077;99,5932;98,8854;98,9758;98,6297;98,6954;99,0356;98,7684;98,7436;98,8723;98,9543;98,8564;98,2683;98,4709;98,8201;98,5616;98,7351;98,8451;98,6228;98,3883;98,5208;98,5791;98,8242;98,6626;98,9405;99,9072;100,9541;102,1053;102,3918;103,1368;103,0794;102,658;102,5054;102,3697;103,4748;103,8413;103,8232;103,6229;103,3567;102,929;103,2093;104,1001;103,6733;103,6708;103,572;103,6727;104,1844;104,1552;102,9411;102,7408;103,2727;102,6358;103,2005;103,2982;103,334;102,6807;102,8995;102,6957;102,9564;103,0409;102,9556;103,0427;102,6809;102,2837;102,7708;102,4077;101,9656;101,1416;102,0415;101,5506;101,5877;101,4243;101,7754;101,1469;101,1581;101,2273;101,0202;101,1427;101,2615;101,5246;100,5265;100,7043;100,3362;100,121;100,1502;100,588;100,7715;100,3721;100,269;100,7833;99,9688;101,2057;100,2508;101,1408;99,898;100,3715;100,1875;100,549;100,1687;100,1263;99,9631;100,1088;100,1263;99,8757;99,8099;99,254;100,241;99,9102;100,4654;100,4192;100,4077;100,8181;100,6959;100,3763;101,0212;101,1526;100,4123;100,1793;100,8216;100,9712;100,8359;100,9028;100,6356;100,9048;101,1358;101,3162;100,6299;100,8277;100,3911;100,2158;101,2939;99,9137;100,8493;100,5838;100,7983;100,7696;100,8252;100,3831;100,5931;101,3307;100,4047;99,8585;100,2508;100,1133;100,1589;100,8136;100,8889;101,001;100,9603;101,5301;101,1809;101,5232;100,8583;101,1453;100,866;101,4734;101,9099;101,6881;101,4704;101,4937;102,0005;101,813;101,1398;101,7767;101,6518;101,2732;101,2758;101,0166;101,0838;101,4934;101,1482;100,9542;100,8129;101,6342;101,8948;100,9763;101,1891;100,7864;100,5354;100,1279;100,3373;99,9532;100;100,3825;100,5754;100,4504;100,1814;100,1994;100,2272;100,0359;100,1694;100,2872;99,8862;99,7629;99,4465;99,1564;100,7111;100,9631;100,5906;101,2936;101,6653;102,1732;102,668;103,3684;104,239;104,6577;104,2109;108,6423;110,0081;109,5958;109,503;109,8944;109,6286;110,1768;110,4154;109,8932;110,1677;110,6715;109,6869;110,428;110,712;110,3598;110,3928;110,3836;110,4165;110,3756;110,158;110,5645;110,8319;110,9024;109,5935;109,9971
                    Pain;97,2284;97,0618;97,0065;97,0819;97,0292;95,2367;95,4579;97,2879;95,6381;96,66;95,5549;91,8656;94,4471;95,7508;95,6435;96,3788;95,9045;95,7513;95,773;94,5133;95,6899;94,2915;94,3407;95,775;95,8418;95,9035;95,9559;96,2687;96,2809;94,6449;96,1683;96,1736;96,2453;96,0212;94,9045;96,1682;96,4983;96,6372;97,0938;97,2529;97,1807;96,3798;97,3257;97,3124;97,3836;97,3888;97,2818;97,413;97,5464;97,7303;95,7348;96,5549;96,0944;95,5885;96,1287;97,3712;97,3519;98,1442;98,1942;98,0471;98,0701;97,871;98,4302;98,2561;97,9254;98,5344;98,4498;98,1109;98,5799;98,4592;98,458;98,5224;98,1894;97,1828;97,4683;97,8573;97,7526;97,835;98,1697;97,8906;97,805;96,2808;96,7715;97,4929;97,0364;97,3304;97,711;97,2725;97,368;97,666;97,6745;97,5764;97,4328;97,4169;98,9574;100,3873;101,7234;101,6527;102,2651;102,2779;102,215;102,5944;102,9832;103,394;104,2576;104,1822;104,3192;104,1618;103,6877;103,2394;104,0259;103,3101;103,3366;102,9227;103,1859;104,1167;103,9446;102,9319;101,5317;102,909;102,4328;102,0357;102,6809;102,9821;102,6767;102,5424;102,3018;102,2237;102,9838;102,874;102,8149;102,8175;101,8951;102,3486;102,2772;102,2401;102,1733;102,0436;102,0177;101,7107;101,9884;102,0994;101,9707;102,7266;102,4685;101,0981;102,1819;102,1351;102,2319;101,8572;102,4645;102,3318;100,6998;101,6168;101,4711;101,612;101,7341;100,6456;101,8816;101,4888;101,574;101,0991;101,743;101,2182;100,6182;99,9529;100,5338;100,4706;100,4023;100,2735;100,4155;100,6066;100,6322;100,1706;99,8681;100,4087;100,4777;100,6133;100,4636;100,8985;101,1019;101,2406;100,4383;101,5755;101,5213;100,8117;101,5182;101,5626;101,1691;101,1985;100,9736;101,558;101,5477;101,3591;101,326;101,0143;101,56;100,6048;101,1684;101,5501;101,4054;101,3293;100,9411;101,317;100,29;101,3942;100,8223;99,9356;101,4642;101,354;100,9206;100,0261;100,1369;100,5226;100,841;100,6862;101,2051;100,7834;101,4491;101,0241;102,109;101,3972;101,6605;100,846;101,8564;101,5379;101,8535;101,3896;102,0728;101,8449;101,5118;101,4;102,0183;102,0576;102,0123;101,9319;101,0392;101,1644;101,5906;101,3366;101,3336;100,3073;101,5083;101,85;100,8523;100,9665;101,1118;101,3023;100,6975;100,6507;100,5276;100;100,6947;100,5242;100,5456;100,3098;100,4827;101,0269;100,7023;100,1793;100,6962;100,3825;99,8807;100,4555;99,8046;101,4194;102,1848;100,7782;102,3228;102,4558;103,2447;104,0798;103,1618;105,3339;105,2132;104,8391;110,7027;111,5864;110,7019;109,5736;110,801;109,8401;110,2844;111,0895;110,0583;110,1211;110,9178;110,2366;110,5138;110,497;110,225;110,2516;110,5049;109,6845;110,6274;110,3079;110,2196;111,3167;110,9118;109,0165;109,3672
